date,aqi,aqi_bucket,co,no2,o3,pm10,pm25,so2
2018-04-10,123.0,Moderately Polluted,22.0,31.0,16.0,,123.0,5.0
2018-04-11,130.0,Moderately Polluted,26.0,29.0,15.0,,130.0,8.0
2018-04-12,96.0,Satisfactory,24.0,35.0,27.0,,96.0,13.0
2018-04-13,132.0,Moderately Polluted,35.0,35.0,31.0,,132.0,17.0
2018-04-14,125.0,Moderately Polluted,48.0,45.0,22.0,,125.0,17.0
2018-04-15,154.0,Moderately Polluted,41.0,40.0,28.0,,154.0,12.0
2018-04-16,137.0,Moderately Polluted,32.0,37.0,24.0,,137.0,5.0
2018-04-17,146.0,Moderately Polluted,25.0,35.0,24.0,,146.0,8.0
2018-04-18,119.0,Moderately Polluted,47.0,39.0,18.0,,119.0,18.0
2018-04-19,146.0,Moderately Polluted,41.0,40.0,15.0,,146.0,6.0
2018-04-20,158.0,Moderately Polluted,27.0,24.0,12.0,,158.0,8.0
2018-04-21,117.0,Moderately Polluted,24.0,25.0,18.0,,117.0,2.0
2018-04-22,118.0,Moderately Polluted,28.0,36.0,17.0,,118.0,7.0
2018-04-23,118.0,Moderately Polluted,35.0,41.0,20.0,,118.0,10.0
2018-04-24,134.0,Moderately Polluted,62.0,48.0,20.0,,134.0,11.0
2018-04-25,158.0,Moderately Polluted,35.0,44.0,17.0,,158.0,5.0
2018-04-26,146.0,Moderately Polluted,13.0,20.0,20.0,,146.0,7.0
2018-04-27,148.0,Moderately Polluted,13.0,19.0,22.0,,148.0,3.0
2018-04-28,149.0,Moderately Polluted,21.0,27.0,19.0,,149.0,4.0
2018-04-29,153.0,Moderately Polluted,10.0,17.0,21.0,,153.0,2.0
2018-04-30,128.0,Moderately Polluted,8.0,15.0,18.0,,128.0,2.0
2018-05-01,115.0,Moderately Polluted,16.0,16.0,19.0,,115.0,3.0
2018-05-02,127.0,Moderately Polluted,11.0,16.0,17.0,,127.0,1.0
2018-05-03,88.0,Satisfactory,27.0,18.0,33.0,,88.0,5.0
2018-05-04,111.0,Moderately Polluted,30.0,30.0,16.0,,111.0,4.0
2018-05-05,158.0,Moderately Polluted,18.0,23.0,22.0,,158.0,3.0
2018-05-06,150.0,Moderately Polluted,27.0,33.0,19.0,,150.0,4.0
2018-05-07,145.0,Moderately Polluted,22.0,34.0,16.0,,145.0,4.0
2018-05-08,142.0,Moderately Polluted,11.0,18.0,17.0,,142.0,2.0
2018-05-09,118.0,Moderately Polluted,18.0,26.0,20.0,,118.0,3.0
2018-05-10,117.0,Moderately Polluted,27.0,38.0,23.0,,117.0,8.0
2018-05-11,172.0,Moderately Polluted,14.0,21.0,22.0,,172.0,3.0
2018-05-12,167.0,Moderately Polluted,8.0,14.0,21.0,,167.0,2.0
2018-05-13,148.0,Moderately Polluted,8.0,15.0,30.0,,148.0,2.0
2018-05-14,104.0,Moderately Polluted,15.0,22.0,32.0,,104.0,3.0
2018-05-15,130.0,Moderately Polluted,17.0,25.0,20.0,,130.0,3.0
2018-05-16,147.0,Moderately Polluted,14.0,26.0,19.0,,147.0,3.0
2018-05-17,160.0,Moderately Polluted,13.0,20.0,30.0,,160.0,3.0
2018-05-18,163.0,Moderately Polluted,15.0,22.0,21.0,,163.0,3.0
2018-05-19,165.0,Moderately Polluted,14.0,25.0,25.0,,165.0,3.0
2018-05-20,168.0,Moderately Polluted,20.0,31.0,25.0,,168.0,7.0
2018-05-21,183.0,Moderately Polluted,60.0,48.0,19.0,,183.0,19.0
2018-05-22,160.0,Moderately Polluted,21.0,35.0,22.0,,160.0,4.0
2018-05-23,179.0,Moderately Polluted,11.0,22.0,16.0,,179.0,2.0
2018-05-24,178.0,Moderately Polluted,19.0,38.0,20.0,,178.0,4.0
2018-05-25,120.0,Moderately Polluted,32.0,43.0,23.0,,120.0,15.0
2018-05-26,185.0,Moderately Polluted,15.0,26.0,28.0,,185.0,4.0
2018-05-27,169.0,Moderately Polluted,13.0,21.0,34.0,,169.0,4.0
2018-05-28,171.0,Moderately Polluted,22.0,16.0,20.0,,171.0,10.0
2018-05-29,156.0,Moderately Polluted,11.0,15.0,17.0,,156.0,2.0
2018-05-30,147.0,Moderately Polluted,10.0,15.0,23.0,,147.0,3.0
2018-05-31,158.0,Moderately Polluted,8.0,18.0,18.0,,158.0,2.0
2018-06-01,116.0,Moderately Polluted,10.0,17.0,19.0,,116.0,2.0
2018-06-02,134.0,Moderately Polluted,10.0,17.0,20.0,,134.0,3.0
2018-06-03,148.0,Moderately Polluted,13.0,18.0,54.0,,148.0,3.0
2018-06-04,152.0,Moderately Polluted,11.0,15.0,22.0,,152.0,3.0
2018-06-05,156.0,Moderately Polluted,11.0,15.0,16.0,,156.0,2.0
2018-06-06,155.0,Moderately Polluted,11.0,16.0,18.0,,155.0,3.0
2018-06-07,154.0,Moderately Polluted,9.0,13.0,17.0,,154.0,2.0
2018-06-08,142.0,Moderately Polluted,11.0,13.0,31.0,,142.0,2.0
2018-06-09,141.0,Moderately Polluted,10.0,14.0,19.0,,141.0,3.0
2018-06-10,118.0,Moderately Polluted,16.0,20.0,19.0,,118.0,4.0
2018-06-11,135.0,Moderately Polluted,16.0,23.0,13.0,,135.0,7.0
2018-06-12,153.0,Moderately Polluted,11.0,20.0,16.0,,153.0,4.0
2018-06-13,138.0,Moderately Polluted,29.0,34.0,8.0,,138.0,5.0
2018-06-14,156.0,Moderately Polluted,16.0,23.0,9.0,,156.0,11.0
2018-06-15,152.0,Moderately Polluted,18.0,22.0,10.0,,152.0,11.0
2018-06-16,143.0,Moderately Polluted,10.0,17.0,12.0,,143.0,8.0
2018-06-17,149.0,Moderately Polluted,23.0,20.0,14.0,,149.0,6.0
2018-06-18,151.0,Moderately Polluted,23.0,24.0,16.0,,151.0,3.0
2018-06-19,139.0,Moderately Polluted,28.0,31.0,16.0,,139.0,4.0
2018-06-20,155.0,Moderately Polluted,35.0,32.0,17.0,,155.0,11.0
2018-06-21,149.0,Moderately Polluted,20.0,24.0,19.0,,149.0,4.0
2018-06-22,158.0,Moderately Polluted,19.0,27.0,21.0,,158.0,4.0
2018-06-23,134.0,Moderately Polluted,19.0,21.0,19.0,,134.0,4.0
2018-06-24,134.0,Moderately Polluted,18.0,23.0,18.0,,134.0,9.0
2018-06-25,146.0,Moderately Polluted,12.0,16.0,20.0,,146.0,3.0
2018-06-26,120.0,Moderately Polluted,12.0,14.0,16.0,,120.0,3.0
2018-06-27,100.0,Satisfactory,8.0,15.0,14.0,,100.0,2.0
2018-06-28,79.0,Satisfactory,6.0,15.0,11.0,,79.0,9.0
2018-06-29,100.0,Satisfactory,14.0,17.0,8.0,,100.0,5.0
2018-06-30,99.0,Satisfactory,17.0,21.0,5.0,,99.0,5.0
2018-07-01,138.0,Moderately Polluted,17.0,20.0,5.0,,138.0,6.0
2018-07-02,126.0,Moderately Polluted,13.0,15.0,8.0,,126.0,2.0
2018-07-03,,,,,,,109.0,
2018-07-04,,,18.0,26.0,9.0,,,4.0
2018-07-05,83.0,Satisfactory,17.0,21.0,26.0,,83.0,4.0
2018-07-06,109.0,Moderately Polluted,15.0,21.0,15.0,,109.0,3.0
2018-07-07,151.0,Moderately Polluted,13.0,16.0,15.0,,151.0,3.0
2018-07-08,144.0,Moderately Polluted,9.0,12.0,10.0,,144.0,3.0
2018-07-09,,,,,,,102.0,
2018-07-11,,,21.0,14.0,1.0,,,2.0
2018-07-12,84.0,Satisfactory,16.0,15.0,2.0,,84.0,2.0
2018-07-13,76.0,Satisfactory,17.0,11.0,14.0,,76.0,3.0
2018-07-14,77.0,Satisfactory,17.0,10.0,19.0,,77.0,2.0
2018-07-15,85.0,Satisfactory,15.0,20.0,9.0,,85.0,1.0
2018-07-16,84.0,Satisfactory,11.0,18.0,8.0,,84.0,2.0
2018-07-17,69.0,Satisfactory,12.0,17.0,7.0,,69.0,2.0
2018-07-18,82.0,Satisfactory,17.0,14.0,7.0,,82.0,1.0
2018-07-19,89.0,Satisfactory,14.0,14.0,6.0,,89.0,2.0
2018-07-20,95.0,Satisfactory,18.0,16.0,5.0,,95.0,2.0
2018-07-21,151.0,Moderately Polluted,12.0,13.0,151.0,,91.0,1.0
2018-07-22,155.0,Moderately Polluted,16.0,13.0,155.0,,67.0,2.0
2018-07-23,71.0,Satisfactory,17.0,11.0,11.0,,71.0,2.0
2018-07-24,83.0,Satisfactory,22.0,11.0,4.0,,83.0,2.0
2018-07-25,69.0,Satisfactory,20.0,18.0,8.0,,69.0,2.0
2018-07-26,59.0,Satisfactory,17.0,13.0,3.0,,59.0,1.0
2018-07-27,116.0,Moderately Polluted,21.0,15.0,7.0,,116.0,2.0
2018-07-28,109.0,Moderately Polluted,25.0,12.0,4.0,,109.0,2.0
2018-07-29,125.0,Moderately Polluted,21.0,15.0,4.0,,125.0,1.0
2018-07-30,65.0,Satisfactory,23.0,18.0,10.0,,65.0,2.0
2018-07-31,85.0,Satisfactory,31.0,17.0,11.0,,85.0,2.0
2018-08-01,98.0,Satisfactory,35.0,19.0,12.0,,98.0,3.0
2018-08-02,129.0,Moderately Polluted,25.0,17.0,5.0,,129.0,2.0
2018-08-03,143.0,Moderately Polluted,29.0,17.0,5.0,,143.0,3.0
2018-08-04,147.0,Moderately Polluted,20.0,18.0,3.0,,147.0,1.0
2018-08-05,150.0,Moderately Polluted,20.0,18.0,6.0,,150.0,2.0
2018-08-06,144.0,Moderately Polluted,27.0,14.0,33.0,,144.0,4.0
2018-08-07,103.0,Moderately Polluted,11.0,12.0,17.0,,103.0,2.0
2018-08-08,88.0,Satisfactory,24.0,14.0,9.0,,88.0,7.0
2018-08-09,103.0,Moderately Polluted,17.0,18.0,20.0,,103.0,2.0
2018-08-10,114.0,Moderately Polluted,16.0,19.0,5.0,,114.0,2.0
2018-08-11,99.0,Satisfactory,13.0,17.0,6.0,,99.0,1.0
2018-08-12,92.0,Satisfactory,12.0,16.0,7.0,,92.0,1.0
2018-08-13,97.0,Satisfactory,18.0,17.0,11.0,,97.0,2.0
2018-08-14,94.0,Satisfactory,13.0,13.0,7.0,,94.0,2.0
2018-08-15,90.0,Satisfactory,13.0,9.0,3.0,,90.0,2.0
2018-08-16,72.0,Satisfactory,12.0,19.0,11.0,,72.0,2.0
2018-08-17,85.0,Satisfactory,15.0,18.0,12.0,,85.0,2.0
2018-08-18,105.0,Moderately Polluted,26.0,22.0,22.0,,105.0,7.0
2018-08-19,137.0,Moderately Polluted,15.0,18.0,12.0,,137.0,2.0
2018-08-20,81.0,Satisfactory,12.0,16.0,10.0,,81.0,2.0
2018-08-21,83.0,Satisfactory,11.0,14.0,12.0,,83.0,2.0
2018-08-22,108.0,Moderately Polluted,16.0,16.0,12.0,,108.0,2.0
2018-08-23,82.0,Satisfactory,18.0,18.0,6.0,,82.0,2.0
2018-08-24,75.0,Satisfactory,21.0,20.0,9.0,,75.0,2.0
2018-08-25,78.0,Satisfactory,17.0,18.0,9.0,,78.0,2.0
2018-08-26,79.0,Satisfactory,18.0,17.0,23.0,,79.0,2.0
2018-08-27,100.0,Satisfactory,13.0,16.0,9.0,,100.0,2.0
2018-08-28,94.0,Satisfactory,14.0,16.0,9.0,,94.0,2.0
2018-08-29,94.0,Satisfactory,19.0,19.0,9.0,,94.0,2.0
2018-08-30,95.0,Satisfactory,15.0,16.0,8.0,,95.0,5.0
2018-08-31,76.0,Satisfactory,17.0,18.0,11.0,,76.0,2.0
2018-09-01,101.0,Moderately Polluted,14.0,16.0,9.0,,101.0,2.0
2018-09-02,92.0,Satisfactory,17.0,17.0,10.0,,92.0,2.0
2018-09-03,86.0,Satisfactory,20.0,19.0,8.0,,86.0,3.0
2018-09-04,97.0,Satisfactory,17.0,14.0,18.0,,97.0,2.0
2018-09-05,60.0,Satisfactory,19.0,12.0,14.0,,60.0,2.0
2018-09-06,115.0,Moderately Polluted,19.0,13.0,15.0,,115.0,2.0
2018-09-07,77.0,Satisfactory,22.0,10.0,10.0,,77.0,11.0
2018-09-08,72.0,Satisfactory,10.0,11.0,10.0,,72.0,2.0
2018-09-09,79.0,Satisfactory,12.0,12.0,9.0,,79.0,3.0
2018-09-10,95.0,Satisfactory,20.0,16.0,9.0,,95.0,3.0
2018-09-11,123.0,Moderately Polluted,18.0,15.0,6.0,,123.0,3.0
2018-09-12,99.0,Satisfactory,20.0,15.0,14.0,,99.0,3.0
2018-09-13,97.0,Satisfactory,25.0,22.0,26.0,,97.0,4.0
2018-09-14,94.0,Satisfactory,35.0,20.0,13.0,,94.0,13.0
2018-09-15,102.0,Moderately Polluted,47.0,22.0,12.0,,102.0,18.0
2018-09-16,118.0,Moderately Polluted,34.0,25.0,7.0,,118.0,4.0
2018-09-17,119.0,Moderately Polluted,40.0,25.0,25.0,,119.0,11.0
2018-09-18,145.0,Moderately Polluted,21.0,25.0,28.0,,145.0,2.0
2018-09-19,152.0,Moderately Polluted,20.0,25.0,27.0,,152.0,1.0
2018-09-20,153.0,Moderately Polluted,12.0,14.0,10.0,,153.0,1.0
2018-09-21,63.0,Satisfactory,11.0,12.0,14.0,,63.0,2.0
2018-09-22,95.0,Satisfactory,15.0,13.0,3.0,,95.0,2.0
2018-09-23,129.0,Moderately Polluted,22.0,22.0,15.0,,129.0,5.0
2018-09-24,127.0,Moderately Polluted,20.0,20.0,17.0,,127.0,2.0
2018-09-25,97.0,Satisfactory,34.0,20.0,22.0,,97.0,7.0
2018-09-26,100.0,Satisfactory,38.0,28.0,25.0,,100.0,9.0
2018-09-27,151.0,Moderately Polluted,39.0,27.0,10.0,,151.0,12.0
2018-09-28,166.0,Moderately Polluted,40.0,30.0,13.0,,166.0,10.0
2018-09-29,151.0,Moderately Polluted,52.0,37.0,3.0,,151.0,5.0
2018-09-30,,,,,,,168.0,
2018-10-02,,,20.0,27.0,48.0,,,5.0
2018-10-03,,,,,,,143.0,
2018-10-06,,,34.0,42.0,6.0,,,4.0
2018-10-07,151.0,Moderately Polluted,46.0,36.0,15.0,,151.0,16.0
2018-10-08,173.0,Moderately Polluted,45.0,36.0,13.0,,173.0,12.0
2018-10-09,159.0,Moderately Polluted,17.0,22.0,17.0,,159.0,6.0
2018-10-10,162.0,Moderately Polluted,18.0,20.0,14.0,,162.0,5.0
2018-10-11,166.0,Moderately Polluted,29.0,24.0,24.0,,166.0,10.0
2018-10-12,146.0,Moderately Polluted,25.0,31.0,24.0,,146.0,3.0
2018-10-13,144.0,Moderately Polluted,27.0,33.0,17.0,,144.0,2.0
2018-10-14,168.0,Moderately Polluted,43.0,50.0,16.0,,168.0,12.0
2018-10-15,216.0,Poor,49.0,46.0,22.0,,216.0,8.0
2018-10-16,184.0,Moderately Polluted,37.0,45.0,22.0,,184.0,4.0
2018-10-17,175.0,Moderately Polluted,59.0,38.0,20.0,,175.0,15.0
2018-10-18,246.0,Poor,36.0,32.0,12.0,,246.0,5.0
2018-10-19,206.0,Poor,53.0,36.0,18.0,,206.0,14.0
2018-10-20,215.0,Poor,18.0,27.0,18.0,,215.0,3.0
2018-10-21,196.0,Moderately Polluted,23.0,31.0,16.0,,196.0,3.0
2018-10-22,193.0,Moderately Polluted,32.0,44.0,19.0,,193.0,15.0
2018-10-23,313.0,Very Poor,50.0,46.0,16.0,,313.0,22.0
2018-10-24,276.0,Poor,33.0,50.0,17.0,,276.0,6.0
2018-10-25,309.0,Very Poor,29.0,40.0,20.0,,309.0,4.0
2018-10-26,273.0,Poor,35.0,43.0,32.0,,273.0,5.0
2018-10-27,352.0,Very Poor,36.0,40.0,21.0,,352.0,4.0
2018-10-28,337.0,Very Poor,48.0,43.0,14.0,,337.0,8.0
2018-10-29,340.0,Very Poor,41.0,46.0,26.0,,340.0,5.0
2018-10-30,301.0,Very Poor,43.0,42.0,16.0,,301.0,5.0
2018-10-31,309.0,Very Poor,53.0,47.0,19.0,,309.0,5.0
2018-11-01,319.0,Very Poor,51.0,57.0,17.0,,319.0,6.0
2018-11-02,355.0,Very Poor,27.0,42.0,32.0,,355.0,3.0
2018-11-03,271.0,Poor,19.0,29.0,15.0,,271.0,2.0
2018-11-04,280.0,Poor,24.0,35.0,16.0,,280.0,2.0
2018-11-05,,,,,,,278.0,
2018-11-07,,,55.0,81.0,7.0,,,11.0
2018-11-08,,,51.0,58.0,25.0,,,8.0
2018-11-09,,,75.0,74.0,15.0,,,10.0
2018-11-10,,,54.0,62.0,23.0,,,6.0
2018-11-11,,,80.0,73.0,57.0,,,14.0
2018-11-12,,,61.0,72.0,15.0,,,11.0
2018-11-13,232.0,Poor,44.0,38.0,14.0,,232.0,11.0
2018-11-14,208.0,Poor,55.0,39.0,35.0,,208.0,15.0
2018-11-15,200.0,Moderately Polluted,17.0,29.0,30.0,,200.0,2.0
2018-11-16,168.0,Moderately Polluted,22.0,38.0,45.0,,168.0,14.0
2018-11-17,206.0,Poor,34.0,54.0,54.0,,206.0,9.0
2018-11-18,282.0,Poor,29.0,48.0,58.0,,282.0,10.0
2018-11-19,230.0,Poor,48.0,53.0,56.0,,230.0,12.0
2018-11-20,256.0,Poor,68.0,60.0,50.0,,256.0,28.0
2018-11-21,296.0,Poor,45.0,58.0,58.0,,296.0,9.0
2018-11-22,244.0,Poor,35.0,45.0,43.0,,244.0,16.0
2018-11-23,200.0,Moderately Polluted,32.0,37.0,42.0,,200.0,13.0
2018-11-24,188.0,Moderately Polluted,26.0,49.0,42.0,,188.0,5.0
2018-11-25,197.0,Moderately Polluted,50.0,53.0,46.0,,197.0,7.0
2018-11-26,257.0,Poor,61.0,54.0,48.0,,257.0,19.0
2018-11-27,271.0,Poor,24.0,40.0,38.0,,271.0,4.0
2018-11-28,246.0,Poor,17.0,49.0,37.0,,246.0,5.0
2018-11-29,203.0,Poor,19.0,52.0,50.0,,203.0,15.0
2018-11-30,280.0,Poor,17.0,47.0,38.0,,280.0,5.0
2018-12-01,234.0,Poor,25.0,62.0,31.0,,234.0,9.0
2018-12-02,244.0,Poor,25.0,67.0,45.0,,244.0,21.0
2018-12-03,265.0,Poor,28.0,64.0,55.0,,265.0,8.0
2018-12-04,283.0,Poor,16.0,56.0,19.0,,283.0,3.0
2018-12-05,252.0,Poor,21.0,99.0,2.0,,252.0,19.0
2018-12-06,331.0,Very Poor,31.0,54.0,33.0,,331.0,8.0
2018-12-07,238.0,Poor,16.0,58.0,36.0,,238.0,16.0
2018-12-08,281.0,Poor,22.0,58.0,39.0,,281.0,9.0
2018-12-09,283.0,Poor,34.0,59.0,34.0,,283.0,12.0
2018-12-10,314.0,Very Poor,20.0,36.0,47.0,,314.0,4.0
2018-12-11,,,,,,,283.0,
2018-12-14,,,16.0,38.0,26.0,,,6.0
2018-12-15,208.0,Poor,22.0,48.0,38.0,,208.0,7.0
2018-12-16,225.0,Poor,30.0,48.0,36.0,,225.0,7.0
2018-12-17,268.0,Poor,26.0,48.0,31.0,,268.0,6.0
2018-12-18,228.0,Poor,18.0,47.0,36.0,,228.0,18.0
2018-12-19,261.0,Poor,19.0,48.0,39.0,,261.0,14.0
2018-12-20,269.0,Poor,16.0,48.0,36.0,,269.0,15.0
2018-12-21,291.0,Poor,29.0,55.0,38.0,,291.0,18.0
2018-12-22,369.0,Very Poor,16.0,41.0,40.0,,369.0,7.0
2018-12-23,291.0,Poor,22.0,48.0,39.0,,291.0,8.0
2018-12-24,287.0,Poor,20.0,43.0,40.0,,287.0,7.0
2018-12-25,261.0,Poor,17.0,43.0,31.0,,261.0,8.0
2018-12-26,290.0,Poor,20.0,47.0,37.0,,290.0,11.0
2018-12-27,269.0,Poor,17.0,36.0,36.0,,269.0,7.0
2018-12-28,235.0,Poor,11.0,40.0,34.0,,235.0,8.0
2018-12-29,278.0,Poor,22.0,56.0,39.0,,278.0,12.0
2018-12-30,,,,,,,379.0,
2019-03-18,,,24.0,42.0,40.0,,,6.0
2019-03-19,133.0,Moderately Polluted,20.0,33.0,37.0,,133.0,7.0
2019-03-20,152.0,Moderately Polluted,19.0,17.0,36.0,,152.0,5.0
2019-03-21,162.0,Moderately Polluted,6.0,11.0,35.0,,162.0,3.0
2019-03-22,105.0,Moderately Polluted,5.0,13.0,41.0,,105.0,5.0
2019-03-23,91.0,Satisfactory,17.0,24.0,37.0,,91.0,10.0
2019-03-24,119.0,Moderately Polluted,26.0,41.0,45.0,,119.0,9.0
2019-03-25,,,,,,,181.0,
2019-03-27,,,33.0,40.0,16.0,,,3.0
2019-03-28,128.0,Moderately Polluted,22.0,38.0,18.0,,128.0,4.0
2019-03-29,169.0,Moderately Polluted,26.0,45.0,18.0,,169.0,3.0
2019-03-30,179.0,Moderately Polluted,21.0,26.0,14.0,,179.0,2.0
2019-03-31,138.0,Moderately Polluted,19.0,27.0,19.0,,138.0,3.0
2019-04-01,129.0,Moderately Polluted,18.0,25.0,20.0,,129.0,2.0
2019-04-02,134.0,Moderately Polluted,22.0,35.0,22.0,,134.0,4.0
2019-04-03,156.0,Moderately Polluted,25.0,34.0,21.0,,156.0,2.0
2019-04-04,161.0,Moderately Polluted,24.0,29.0,23.0,,161.0,3.0
2019-04-05,162.0,Moderately Polluted,20.0,25.0,19.0,,162.0,2.0
2019-04-06,159.0,Moderately Polluted,10.0,14.0,15.0,,159.0,2.0
2019-04-07,104.0,Moderately Polluted,18.0,21.0,15.0,,104.0,2.0
2019-04-08,132.0,Moderately Polluted,19.0,23.0,15.0,,132.0,2.0
2019-04-09,146.0,Moderately Polluted,21.0,24.0,16.0,,146.0,4.0
2019-04-10,151.0,Moderately Polluted,19.0,27.0,20.0,,151.0,2.0
2019-04-11,143.0,Moderately Polluted,20.0,27.0,16.0,,143.0,3.0
2019-04-12,157.0,Moderately Polluted,20.0,21.0,19.0,,157.0,1.0
2019-04-13,133.0,Moderately Polluted,16.0,17.0,18.0,,133.0,2.0
2019-04-14,99.0,Satisfactory,25.0,56.0,9.0,,99.0,4.0
2019-04-15,110.0,Moderately Polluted,17.0,21.0,18.0,,110.0,2.0
2019-04-16,124.0,Moderately Polluted,12.0,14.0,27.0,,124.0,1.0
2019-04-17,73.0,Satisfactory,15.0,17.0,24.0,,73.0,1.0
2019-04-18,91.0,Satisfactory,12.0,18.0,22.0,,91.0,4.0
2019-04-19,104.0,Moderately Polluted,15.0,24.0,25.0,,104.0,2.0
2019-04-20,146.0,Moderately Polluted,24.0,30.0,26.0,,146.0,4.0
2019-04-21,148.0,Moderately Polluted,27.0,42.0,19.0,,148.0,2.0
2019-04-22,142.0,Moderately Polluted,15.0,23.0,71.0,,142.0,4.0
2019-04-23,162.0,Moderately Polluted,10.0,19.0,63.0,,162.0,8.0
2019-04-24,157.0,Moderately Polluted,15.0,28.0,53.0,,157.0,7.0
2019-04-25,158.0,Moderately Polluted,11.0,28.0,51.0,,158.0,7.0
2019-04-26,158.0,Moderately Polluted,9.0,27.0,34.0,,158.0,6.0
2019-04-27,135.0,Moderately Polluted,9.0,26.0,44.0,,135.0,9.0
2019-04-28,144.0,Moderately Polluted,13.0,27.0,45.0,,144.0,8.0
2019-04-29,139.0,Moderately Polluted,14.0,35.0,57.0,,139.0,8.0
2019-04-30,161.0,Moderately Polluted,14.0,31.0,56.0,,161.0,9.0
2019-05-01,161.0,Moderately Polluted,12.0,25.0,44.0,,161.0,5.0
2019-05-02,161.0,Moderately Polluted,9.0,23.0,43.0,,161.0,5.0
2019-05-03,135.0,Moderately Polluted,10.0,29.0,46.0,,135.0,6.0
2019-05-04,140.0,Moderately Polluted,13.0,38.0,51.0,,140.0,7.0
2019-05-05,139.0,Moderately Polluted,13.0,38.0,42.0,,139.0,16.0
2019-05-06,142.0,Moderately Polluted,14.0,46.0,39.0,,142.0,26.0
2019-05-07,169.0,Moderately Polluted,15.0,43.0,33.0,,169.0,17.0
2019-05-08,179.0,Moderately Polluted,11.0,33.0,29.0,,179.0,8.0
2019-05-09,155.0,Moderately Polluted,10.0,31.0,31.0,,155.0,10.0
2019-05-10,144.0,Moderately Polluted,13.0,37.0,39.0,,144.0,12.0
2019-05-11,144.0,Moderately Polluted,8.0,18.0,61.0,,144.0,6.0
2019-05-12,159.0,Moderately Polluted,7.0,23.0,43.0,,159.0,14.0
2019-05-13,178.0,Moderately Polluted,8.0,24.0,43.0,,178.0,3.0
2019-05-14,116.0,Moderately Polluted,9.0,26.0,55.0,,116.0,5.0
2019-05-15,148.0,Moderately Polluted,7.0,23.0,42.0,,148.0,4.0
2019-05-16,114.0,Moderately Polluted,8.0,22.0,44.0,,114.0,4.0
2019-05-17,145.0,Moderately Polluted,6.0,16.0,35.0,,145.0,4.0
2019-05-18,107.0,Moderately Polluted,8.0,23.0,57.0,,107.0,5.0
2019-05-19,143.0,Moderately Polluted,16.0,35.0,55.0,,143.0,11.0
2019-05-20,144.0,Moderately Polluted,17.0,44.0,49.0,,144.0,11.0
2019-05-21,171.0,Moderately Polluted,13.0,30.0,48.0,,171.0,11.0
2019-05-22,145.0,Moderately Polluted,12.0,26.0,53.0,,145.0,7.0
2019-05-23,138.0,Moderately Polluted,6.0,19.0,39.0,,138.0,8.0
2019-05-24,121.0,Moderately Polluted,6.0,15.0,47.0,,121.0,4.0
2019-05-25,115.0,Moderately Polluted,12.0,29.0,50.0,,115.0,11.0
2019-05-26,122.0,Moderately Polluted,15.0,40.0,51.0,,122.0,13.0
2019-05-27,135.0,Moderately Polluted,14.0,39.0,56.0,,135.0,12.0
2019-05-28,135.0,Moderately Polluted,17.0,40.0,58.0,,135.0,10.0
2019-05-29,129.0,Moderately Polluted,19.0,46.0,62.0,,129.0,13.0
2019-05-30,153.0,Moderately Polluted,12.0,25.0,53.0,,153.0,8.0
2019-05-31,161.0,Moderately Polluted,13.0,21.0,49.0,,161.0,7.0
2019-06-01,137.0,Moderately Polluted,10.0,12.0,38.0,,137.0,5.0
2019-06-02,147.0,Moderately Polluted,9.0,12.0,45.0,,147.0,4.0
2019-06-03,111.0,Moderately Polluted,11.0,16.0,48.0,,111.0,7.0
2019-06-04,129.0,Moderately Polluted,12.0,16.0,53.0,,129.0,7.0
2019-06-05,152.0,Moderately Polluted,12.0,13.0,46.0,,152.0,5.0
2019-06-06,149.0,Moderately Polluted,8.0,14.0,48.0,,149.0,4.0
2019-06-07,91.0,Satisfactory,14.0,27.0,52.0,,91.0,6.0
2019-06-08,115.0,Moderately Polluted,15.0,32.0,64.0,,115.0,7.0
2019-06-09,136.0,Moderately Polluted,15.0,37.0,63.0,,136.0,9.0
2019-06-10,159.0,Moderately Polluted,11.0,21.0,61.0,,159.0,6.0
2019-06-11,139.0,Moderately Polluted,10.0,16.0,32.0,,139.0,4.0
2019-06-12,115.0,Moderately Polluted,18.0,29.0,19.0,,115.0,5.0
2019-06-13,155.0,Moderately Polluted,13.0,28.0,36.0,,155.0,13.0
2019-06-14,113.0,Moderately Polluted,16.0,36.0,50.0,,113.0,11.0
2019-06-15,147.0,Moderately Polluted,6.0,13.0,35.0,,147.0,13.0
2019-06-16,,,,,,,116.0,
2019-06-18,,,12.0,19.0,23.0,,,8.0
2019-06-19,130.0,Moderately Polluted,8.0,19.0,38.0,,130.0,7.0
2019-06-20,111.0,Moderately Polluted,9.0,18.0,35.0,,111.0,3.0
2019-06-21,130.0,Moderately Polluted,9.0,16.0,31.0,,130.0,2.0
2019-06-22,111.0,Moderately Polluted,7.0,8.0,13.0,,111.0,2.0
2019-06-23,68.0,Satisfactory,10.0,12.0,19.0,,68.0,3.0
2019-06-24,107.0,Moderately Polluted,12.0,19.0,23.0,,107.0,2.0
2019-06-25,105.0,Moderately Polluted,13.0,25.0,24.0,,105.0,2.0
2019-06-26,99.0,Satisfactory,17.0,31.0,38.0,,99.0,7.0
2019-06-27,126.0,Moderately Polluted,15.0,31.0,49.0,,126.0,5.0
2019-06-28,116.0,Moderately Polluted,16.0,32.0,39.0,,116.0,9.0
